	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
TRIM63	0.227676916422881	-0.0194585113765098	0.0679897283197963	-0.279418486614848	0.779923685573712	NA
AL391650.1	0	NA	NA	NA	NA	NA
FAM110D	3.71088218288639	-0.108947747332	0.183578187546692	-0.60385827219127	0.545937873417485	NA
RP11-96L14.7	2.66759775436237	-0.10134241560509	0.154959619468023	-0.679045156991323	0.497109250185854	NA
CATSPER4	0	NA	NA	NA	NA	NA
RN7SL490P	0	NA	NA	NA	NA	NA
ZNF683	0	NA	NA	NA	NA	NA
LIN28A	1.49339799401645	0.0953629865390005	0.124276696098493	0.840499375899104	0.400628451364453	NA
RP3-476K8.3	2.25986188223402	-0.0695183085671694	0.153427964816233	-0.462955229485353	0.643396458381704	NA
MIR1976	0	NA	NA	NA	NA	NA
RN7SL679P	0	NA	NA	NA	NA	NA
RN7SL501P	0.991871359050765	0.0501842922298923	0.103870387037626	0.499614251098921	0.617346721266785	NA
RN7SL165P	0	NA	NA	NA	NA	NA
RP1-50O24.6	0	NA	NA	NA	NA	NA
NR0B2	1.22478854282697	-0.104421640818414	0.108120186575895	-1.1686929066011	0.242527380897347	NA
C1orf172	8.74309822078763	-0.443175469677694	0.241709850509493	-1.92882285357841	0.0537528576783116	NA
RP11-40H20.4	0.270878896779166	-0.0194585113765098	0.0679897283197963	-0.305316033685306	0.760125465461977	NA
RNU6-48P	1.03210251764341	-0.0476334417190141	0.105380513859406	-0.484012552058853	0.628376961009378	NA
FCN3	1.26275025582993	0.026840716106577	0.120865919306237	0.224409116995638	0.822438977249254	NA
CD164L2	0.227676916422881	-0.0194585113765098	0.0679897283197963	-0.279418486614848	0.779923685573712	NA
RP4-752I6.1	0.525335615324393	0.0391272170147237	0.0682889910222184	0.515057725393039	0.606512682629761	NA
RP1-159A19.4	2.62238500707909	-0.206799734347131	0.147468626678147	-1.94151959109926	0.0521952854784119	NA
FGR	0.455353832845762	-0.0375420735581599	0.0680768865566703	-0.472757418009713	0.636386256989265	NA
RP11-288L9.1	0	NA	NA	NA	NA	NA
RP11-288L9.4	0.270878896779166	-0.0194585113765098	0.0679897283197963	-0.305316033685306	0.760125465461977	NA
RNU6-949P	0	NA	NA	NA	NA	NA
RNU6-424P	0	NA	NA	NA	NA	NA
RP3-426I6.5	0.490344724085078	0.00116802687161722	0.071139848035536	0.0200309025489194	0.984018720837986	NA
RP3-426I6.6	0.737414640505537	-0.0249506097281256	0.0913812473379392	-0.271874050308134	0.785718864787366	NA
RNU6-1245P	0	NA	NA	NA	NA	NA
SCARNA1	0.772405531744853	0.0228382797723379	0.0929652287952199	0.25848707156986	0.796031025380632	NA
AL109927.1	0	NA	NA	NA	NA	NA
RP11-460I13.2	0	NA	NA	NA	NA	NA
XKR8	5.95956215423981	-0.204861435414536	0.219378029439756	-0.955319336514129	0.339416231847585	NA
RN7SL559P	2.4867145116647	0.0423768329852658	0.135684395258284	0.315807215183683	0.752148841262238	NA
RNU6-176P	0	NA	NA	NA	NA	NA
RNU7-29P	0	NA	NA	NA	NA	NA
AL353354.1	3.93331883195594	0.00257421884954247	0.190398220705959	0.0134983821519486	0.989230176341127	NA
AL353354.2	0	NA	NA	NA	NA	NA
RP5-1092A3.5	0.764194442627884	0.0658211362669766	0.0868170508967421	0.789786442294144	0.429652498162167	NA
RNU6ATAC27P	1.07530449799969	-0.0433638320758856	0.099062598212191	-0.47374030271179	0.635685109547468	NA
SNORD99	2.19726690188016	-0.0511810851420052	0.140171919474746	-0.372049080625324	0.709856306999349	NA
RP11-442N24__B.1	0.726232729624928	-0.0628949604992038	0.0849935032425009	-0.754387813835812	0.450616386793053	NA
RNU11	0.541757793558332	-0.0397120313856552	0.0682945871313464	-0.521029438956141	0.602346263692016	NA
SCARNA24	4.33380366980396	-0.0279782487095029	0.192438160469403	-0.14594139544061	0.88396765258003	NA
OPRD1	0.262667807662197	0.0197953765710542	0.0679897283197963	0.3015294507326	0.763010795933269	NA
RP1-212P9.2	1.1383845821144	-0.0796516842530236	0.0951022424429612	-1.00449277815135	0.315141150470235	NA
RP1-212P9.3	0	NA	NA	NA	NA	NA
RP11-242O24.3	0	NA	NA	NA	NA	NA
RP11-242O24.5	1.83949894062758	0.0184559859129779	0.130735439677808	0.142811199450203	0.886439291866692	NA
RP11-467D18.2	3.39003537523146	-0.115294323961267	0.175054895494696	-0.677733969411969	0.497940384127883	NA
AL645859.1	0	NA	NA	NA	NA	NA
RP3-437I16.1	1.05888231976576	0.0412982231299385	0.098445028251814	0.455700516139569	0.648605350792145	NA
AL139151.1	0	NA	NA	NA	NA	NA
AC092265.1	0	NA	NA	NA	NA	NA
RP4-656G21.1	0	NA	NA	NA	NA	NA
AL645944.1	0	NA	NA	NA	NA	NA
RP11-111I12.1	0	NA	NA	NA	NA	NA
RP5-893G23.1	0	NA	NA	NA	NA	NA
RP4-591L5.1	0	NA	NA	NA	NA	NA
RP4-591L5.2	0	NA	NA	NA	NA	NA
MATN1	4.38425668444058	-0.0402910987923804	0.191537097318825	-0.21014520427526	0.833554345185353	NA
MIR4420	0	NA	NA	NA	NA	NA
RP5-1125N11.1	0	NA	NA	NA	NA	NA
RP1-65J11.1	0	NA	NA	NA	NA	NA
RN7SKP91	0	NA	NA	NA	NA	NA
RP1-65J11.5	0	NA	NA	NA	NA	NA
SNORD103A	0	NA	NA	NA	NA	NA
SNORD103B	0	NA	NA	NA	NA	NA
SNORD85	0	NA	NA	NA	NA	NA
RP11-266K22.2	0	NA	NA	NA	NA	NA
AC114494.1	0	NA	NA	NA	NA	NA
RNU6-40P	0	NA	NA	NA	NA	NA
RP11-439L8.3	0	NA	NA	NA	NA	NA
RP11-439L8.4	0.683030749268643	-0.0496069136047792	0.0757708784095102	-0.652427682479346	0.514125311086256	NA
RP11-73M7.1	0	NA	NA	NA	NA	NA
TINAGL1	1.1383845821144	-0.0796516842530236	0.0951022424429612	-1.00449277815135	0.315141150470235	NA
HCRTR1	2.69437755648472	-0.0199155436947891	0.165077641204971	-0.120514137320137	0.904075881303062	NA
RP11-73M7.6	3.96236807966798	-0.130797792915714	0.190891799662558	-0.699954878631592	0.483955483540681	NA
RP11-73M7.9	0.683030749268643	-0.0496069136047792	0.0757708784095102	-0.652427682479346	0.514125311086256	NA
MIR4254	0	NA	NA	NA	NA	NA
RP11-84A19.3	0	NA	NA	NA	NA	NA
SPOCD1	2.18022385204094	-0.0215550772362782	0.141688590695149	-0.151927484002964	0.879244130815216	NA
RP11-84A19.2	0.270878896779166	-0.0194585113765098	0.0679897283197963	-0.305316033685306	0.760125465461977	NA
RP11-84A19.4	1.20692120599555	0.0694795872324986	0.112863796596569	0.655654009407353	0.512046766353237	NA
AL136115.1	3.72648007412813	-0.064213553315341	0.187240322936096	-0.344975167475404	0.730113039550631	NA
RP4-534N18.2	0.509737724082656	-0.0011891907519596	0.0721768151348532	-0.0201091898496747	0.983956269188662	NA
RP11-277A4.4	2.1876106541657	0.0683471949651063	0.143521109877876	0.485784471526618	0.627119985221	NA
MIR5585	0.262667807662197	0.0197953765710542	0.0679897283197963	0.3015294507326	0.763010795933269	NA
RP4-622L5.2	0	NA	NA	NA	NA	NA
RP4-622L5.7	5.83541275293739	0.0128756738433786	0.214275532772532	0.0602601751093917	0.951948419933975	NA
DCDC2B	0.270878896779166	-0.0194585113765098	0.0679897283197963	-0.305316033685306	0.760125465461977	NA
FAM167B	3.39977212751458	0.00309068511393905	0.178573077047273	0.0172480280261093	0.986238747053165	NA
LCK	0.477717654606981	0.0378446113851408	0.0681362212106676	0.488644386967491	0.625093482528583	NA
RP4-811H24.9	0.748596551386147	0.0179130226787798	0.0852643249789705	0.219950221092518	0.825909923103206	NA
TSSK3	5.20738676651092	0.131271413492964	0.189329362695888	0.717548607258779	0.47303565550407	NA
RN7SL122P	0	NA	NA	NA	NA	NA
RP1-27O5.3	0.23885882730349	0.0197953765710542	0.0679897283197963	0.2873857039361	0.773817006337988	NA
SYNC	0.270878896779166	-0.0194585113765098	0.0679897283197963	-0.305316033685306	0.760125465461977	NA
RP11-114B7.6	0.270878896779166	-0.0194585113765098	0.0679897283197963	-0.305316033685306	0.760125465461977	NA
AL031602.1	0	NA	NA	NA	NA	NA
FKSG48	0.490344724085078	0.00116802687161722	0.071139848035536	0.0200309025489194	0.984018720837986	NA
RP1-117O3.2	1.24335725583235	0.0246954260870164	0.105187837159701	0.237369290672967	0.812370311488347	NA
RP11-415J8.7	3.2219826173988	-0.204442082087968	0.175480771595692	-1.27140806930732	0.203583513410724	NA
A3GALT2	0	NA	NA	NA	NA	NA
RP11-415J8.3	5.82720166382042	0.0550882023870348	0.215276513284008	0.257128457786493	0.797079609773001	NA
MIR3605	0.23885882730349	0.0197953765710542	0.0679897283197963	0.2873857039361	0.773817006337988	NA
RN7SKP16	1.83128785151061	0.0632848515928896	0.131169837222613	0.505422100224017	0.613262399687439	NA
RP11-415J8.5	3.12246648344729	-0.0731934093386715	0.145950624910528	-0.518188664924052	0.604326642572165	NA
AL138837.1	0	NA	NA	NA	NA	NA
CSMD2	1.54922704385083	0.0462104434254988	0.121848695361712	0.390895939267524	0.695874155647588	NA
HMGB4	0	NA	NA	NA	NA	NA
RP5-1007G16.1	0	NA	NA	NA	NA	NA
RNA5SP42	0	NA	NA	NA	NA	NA
C1orf94	0	NA	NA	NA	NA	NA
AC115286.1	0	NA	NA	NA	NA	NA
MIR552	0	NA	NA	NA	NA	NA
GJB5	0.716576481910471	0.0518402980062452	0.0773649861022316	0.682829414341506	0.494714640630192	NA
GJB4	0	NA	NA	NA	NA	NA
RP1-34M23.5	0	NA	NA	NA	NA	NA
AL121988.1	0	NA	NA	NA	NA	NA
GJB3	0	NA	NA	NA	NA	NA
GJA4	0	NA	NA	NA	NA	NA
SNORD112	1.23597045370758	-0.0709047270528137	0.114792004012705	-0.663127958467624	0.507248605866913	NA
ZMYM6NB	0	NA	NA	NA	NA	NA
RN7SL136P	0	NA	NA	NA	NA	NA
RN7SL503P	0.683030749268643	-0.0496069136047792	0.0757708784095102	-0.652427682479346	0.514125311086256	NA
SNORA62	0	NA	NA	NA	NA	NA
ZMYM4-AS1	0.477717654606981	0.0378446113851408	0.0681362212106676	0.488644386967491	0.625093482528583	NA
RNY5P1	0	NA	NA	NA	NA	NA
RP4-728D4.2	3.47499417734654	-0.0451783877370837	0.181718494240181	-0.249315126476226	0.803117031448541	NA
TFAP2E	6.47000125449641	0.0832766061644086	0.225880701852967	0.369780436227747	0.711546093271621	NA
RN7SL281P	0	NA	NA	NA	NA	NA
RP11-435D7.3	1.32976121654492	0.0189131039396197	0.10750338551169	0.179055871532311	0.85789383136794	NA
RP4-789D17.5	6.98642440452989	-0.11506049417332	0.230809976660494	-0.501358703865196	0.616118697601762	NA
RP4-665N4.8	5.48551669757042	0.13052245655272	0.213224916779198	0.61862210152896	0.536165338407398	NA
COL8A2	3.56188324181996	-0.0898460175865603	0.176498143432722	-0.515488994979722	0.606211357842786	NA
RN7SL131P	0	NA	NA	NA	NA	NA
EVA1B	5.56156303439458	-0.0459739003891085	0.212486110248238	-0.217045793440235	0.828172657455522	NA
RNU4-27P	0	NA	NA	NA	NA	NA
SNORA63	3.06284232485707	-0.00668543858576819	0.168309743671076	-0.0398609096124558	0.968204015928277	NA
CSF3R	2.45704439234738	0.136251153401886	0.156949489745938	0.930271755850845	0.352230397664606	NA
RP4-614N24.1	0.498555813202047	-0.0424356858058957	0.0716861136316188	-0.525534558026096	0.599211636247304	NA
MIR4255	0	NA	NA	NA	NA	NA
RNU6-636P	0	NA	NA	NA	NA	NA
RP5-1180C18.1	0	NA	NA	NA	NA	NA
RNA5SP43	0	NA	NA	NA	NA	NA
RP11-422J8.1	1.9919538072185	0.0513696304354246	0.146047950598561	0.355955710562204	0.721873733486004	NA
MIR5581	0.227676916422881	-0.0194585113765098	0.0679897283197963	-0.279418486614848	0.779923685573712	NA
DNALI1	7.14861602340393	0.020314888998625	0.231356597365918	0.0877177716233045	0.930100994357561	NA
RP11-109P14.9	0	NA	NA	NA	NA	NA
AL929472.1	0	NA	NA	NA	NA	NA
RP11-109P14.10	0	NA	NA	NA	NA	NA
RNU6-584P	0	NA	NA	NA	NA	NA
RNU6-510P	2.36483455595197	0.058331646059222	0.143030633635865	0.420308070775352	0.674260414749713	NA
MIR3659	0	NA	NA	NA	NA	NA
RP11-214L19.1	0.812636690337498	-0.0578382950886514	0.081604752188737	-0.754586127851601	0.450497349710244	NA
RNU6-753P	0	NA	NA	NA	NA	NA
RP11-329N22.1	0	NA	NA	NA	NA	NA
RP5-864K19.4	8.7260680279746	0.0658401435361978	0.243745078224314	0.270386662076474	0.786862800211766	NA
GJA9	0.23885882730349	0.0197953765710542	0.0679897283197963	0.2873857039361	0.773817006337988	NA
RHBDL2	4.24657542209919	0.1138921887599	0.194216661803909	0.594759910789035	0.552003968447031	NA
RNU6-605P	0	NA	NA	NA	NA	NA
RNU6-608P	0	NA	NA	NA	NA	NA
RNA5SP44	0.227676916422881	-0.0194585113765098	0.0679897283197963	-0.279418486614848	0.779923685573712	NA
RP11-416A14.1	0	NA	NA	NA	NA	NA
RP11-420K8.1	0.270878896779166	-0.0194585113765098	0.0679897283197963	-0.305316033685306	0.760125465461977	NA
RP11-69E11.4	6.10105138236322	0.109639212677509	0.215809820849695	0.513990043579016	0.607258951720616	NA
RP11-69E11.8	0.718021640507959	-0.0168418512532427	0.0838991622381897	-0.206811188866141	0.836157317607305	NA
SNORA55	0.769434709981213	-0.0660774126274947	0.0870319670649609	-0.790398342671921	0.429295169802146	NA
RP1-144F13.3	1.01126435904834	0.0450270503884024	0.104588597663174	0.462916650733737	0.64342411196885	NA
NT5C1A	0.262667807662197	0.0197953765710542	0.0679897283197963	0.3015294507326	0.763010795933269	NA
HPCAL4	2.00016489633547	0.000688891626596458	0.147135733616362	0.0046867658063893	0.996260515613099	NA
RNU7-121P	0	NA	NA	NA	NA	NA
RP1-118J21.25	4.94733774035482	-0.190222389024298	0.194898635367406	-1.01652615985227	0.309378896701492	NA
RP1-118J21.5	0.533546704441362	-0.000253278571417749	0.0734476312693627	-0.00587065460518646	0.995315922234531	NA
RNU6-1237P	0	NA	NA	NA	NA	NA
TMCO2	0	NA	NA	NA	NA	NA
COL9A2	1.21513229511252	0.019992365846653	0.111516973629454	0.18013388160034	0.857047463978667	NA
RP11-656D10.3	0.94569855693084	-0.0349040204498357	0.0943544998539906	-0.392093192105383	0.69498935752507	NA
RP11-656D10.5	0	NA	NA	NA	NA	NA
RP4-739H11.3	4.56672085358017	-0.170870323959212	0.194634406273236	-0.908988572472945	0.363356157928278	NA
MIR30E	0	NA	NA	NA	NA	NA
MIR30C1	0	NA	NA	NA	NA	NA
RN7SL326P	0	NA	NA	NA	NA	NA
RP5-1066H13.4	0	NA	NA	NA	NA	NA
RP11-399E6.1	1.627284147602	-0.0146047589640172	0.116899338975483	-0.124327177054775	0.90105623005594	NA
RP11-399E6.4	1.63991121708009	-0.0545706154357331	0.124966183138784	-0.449926276007721	0.652763600431591	NA
RNA5SP45	0	NA	NA	NA	NA	NA
RP11-486B10.3	0	NA	NA	NA	NA	NA
AL451006.1	0	NA	NA	NA	NA	NA
GUCA2B	0	NA	NA	NA	NA	NA
GUCA2A	0	NA	NA	NA	NA	NA
RP11-223A3.1	4.1930158178545	-0.0618997835026883	0.195212972544486	-0.318134815387531	0.750382675583837	NA
ZMYND12	7.41548353901415	-0.251266303865076	0.226909717843741	-1.13798564339931	0.255126477208354	NA
RNU6-536P	0	NA	NA	NA	NA	NA
RP5-994D16.3	8.01708176357581	-0.0782796088940538	0.239655155142708	-0.327432537074822	0.743340760514105	NA
RNU6-880P	0.953909646047809	-0.0812148836571013	0.0960318602957159	-0.952333460568571	0.340927893333116	NA
RNU6-870P	0	NA	NA	NA	NA	NA
FAM183A	5.55624226247259	-0.126898424169981	0.195635213852985	-0.664418228310929	0.506422669357759	NA
RNA5SP46	0	NA	NA	NA	NA	NA
TMEM125	0	NA	NA	NA	NA	NA
C1orf210	0.23885882730349	0.0197953765710542	0.0679897283197963	0.2873857039361	0.773817006337988	NA
TIE1	0	NA	NA	NA	NA	NA
MPL	2.98382516626926	0.0956092056691394	0.169855026584697	0.574024293523513	0.565951361995886	NA
RP1-92O14.3	5.78614621823557	0.276733453401357	0.215322391504335	1.34824978913911	0.17757805563781	NA
RP1-92O14.6	3.31135739987501	-0.115729799171582	0.177115358526721	-0.672250640923466	0.501424146894149	NA
SZT2-AS1	0	NA	NA	NA	NA	NA
HYI-AS1	0.740385462269178	0.0640661423185573	0.0856981368149482	0.769965748235892	0.441320210740394	NA
RP11-184I16.4	9.00729169161598	-0.262067741246911	0.243624274761245	-1.09240133103813	0.27465673822389	NA
RNU6-1058P	0.227676916422881	-0.0194585113765098	0.0679897283197963	-0.279418486614848	0.779923685573712	NA
ARTN	5.85769607012994	-0.136739248631843	0.21345849609554	-0.650956760453648	0.515074399473243	NA
RP11-7O11.3	8.51563757677786	-0.114853383771996	0.243615645529594	-0.473291254522716	0.636005400641726	NA
RP5-1198O20.4	5.96397813460093	-0.192481345154667	0.216705091202923	-0.909917813683821	0.362865854501995	NA
RN7SL479P	0	NA	NA	NA	NA	NA
KLF17	0	NA	NA	NA	NA	NA
ERI3-IT1	2.62881175436722	-0.0977138988905073	0.158180067857595	-0.63862903743316	0.523064286631502	NA
AL390776.1	0	NA	NA	NA	NA	NA
RNU6-369P	0	NA	NA	NA	NA	NA
MIR5584	0	NA	NA	NA	NA	NA
C1orf228	8.90550611207478	-0.00327152191004346	0.244093381388926	-0.0133914739973346	0.989315468997718	NA
RNU5F-1	0	NA	NA	NA	NA	NA
RNU5D-1	0	NA	NA	NA	NA	NA
RP11-269F19.2	1.9919538072185	0.0513696304354246	0.146047950598561	0.355955710562204	0.721873733486004	NA
SNORD55	0	NA	NA	NA	NA	NA
SNORD46	1.78069906902956	-0.0274947564461028	0.138040964373332	-0.200629259438788	0.840988477508699	NA
SNORD38A	1.50160908313342	0.0508227891681155	0.130429310347884	0.398620224374655	0.690173057276874	NA
SNORD38B	0	NA	NA	NA	NA	NA
BEST4	1.5336291526091	-0.000226267230395972	0.130521039633996	-0.00174025043339533	0.998611481748111	NA
TCTEX1D4	2.56346222466282	0.176955929924448	0.154215870772182	1.336096134636	0.18151785325853	NA
BTBD19	3.57320092054501	0.0468253150580381	0.176946767754492	0.266558845097212	0.789808846212412	NA
RNU5E-6P	0	NA	NA	NA	NA	NA
AL136380.1	0	NA	NA	NA	NA	NA
RNA5SP47	0.455353832845762	-0.0375420735581599	0.0680768865566703	-0.472757418009713	0.636386256989265	NA
AL359473.1	0.270878896779166	-0.0194585113765098	0.0679897283197963	-0.305316033685306	0.760125465461977	NA
AL592294.1	0	NA	NA	NA	NA	NA
HPDL	7.10244322128401	-0.0539216250294429	0.229961747064718	-0.234287496135591	0.814761792459857	NA
RP4-533D7.4	0	NA	NA	NA	NA	NA
RP4-533D7.5	1.71810408867569	-0.0192941281491232	0.136634408812743	-0.141409053064018	0.887546802826261	NA
TSPAN1	6.79574914627332	0.0492144492585613	0.2220419972924	0.221103981305644	0.825011470340536	NA
RP11-322N21.2	0	NA	NA	NA	NA	NA
RP5-1109J22.2	0.541757793558332	-0.0397120313856552	0.0682945871313464	-0.521029438956141	0.602346263692016	NA
LINC00505	0	NA	NA	NA	NA	NA
DMBX1	1.6510931279607	-0.015383847877164	0.126183428007541	-0.121411528959611	0.903365085644884	NA
MKNK1-AS1	0.23885882730349	0.0197953765710542	0.0679897283197963	0.2873857039361	0.773817006337988	NA
KNCN	0	NA	NA	NA	NA	NA
TEX38	0	NA	NA	NA	NA	NA
EFCAB14-AS1	0.753012531747274	0.0241433765411126	0.0854433139302159	0.27798825723646	0.781021372992108	NA
CYP4B1	0	NA	NA	NA	NA	NA
CYP4A11	0	NA	NA	NA	NA	NA
CYP4X1	0	NA	NA	NA	NA	NA
CYP4Z1	0	NA	NA	NA	NA	NA
CYP4A22-AS1	0	NA	NA	NA	NA	NA
CYP4A22	0	NA	NA	NA	NA	NA
LINC00853	0	NA	NA	NA	NA	NA
PDZK1IP1	0	NA	NA	NA	NA	NA
TAL1	1.72487001919517	0.0166281853489375	0.127834903002769	0.130392800424195	0.896255662391159	NA
RP1-18D14.7	0	NA	NA	NA	NA	NA
RP11-511I2.2	1.70250619743396	-0.0658514068707669	0.130292538782086	-0.523400581193439	0.600695519825828	NA
FOXE3	0.270878896779166	-0.0194585113765098	0.0679897283197963	-0.305316033685306	0.760125465461977	NA
AL356458.1	0	NA	NA	NA	NA	NA
AL591415.1	0	NA	NA	NA	NA	NA
RP11-543D5.1	0	NA	NA	NA	NA	NA
TRABD2B	1.79332613850765	-0.064838709285555	0.132221752985388	-0.511621392351173	0.608916010670096	NA
RP11-543D5.2	0	NA	NA	NA	NA	NA
FLJ00388	0	NA	NA	NA	NA	NA
RP11-330M19.1	0	NA	NA	NA	NA	NA
RP4-683M8.2	0	NA	NA	NA	NA	NA
RP11-193P11.3	0	NA	NA	NA	NA	NA
AL109659.1	0	NA	NA	NA	NA	NA
RP5-1024N4.2	0	NA	NA	NA	NA	NA
SLC5A9	0	NA	NA	NA	NA	NA
RP5-1024N4.4	0.262667807662197	0.0197953765710542	0.0679897283197963	0.3015294507326	0.763010795933269	NA
RNU6-723P	0	NA	NA	NA	NA	NA
RNU4-61P	0	NA	NA	NA	NA	NA
RP11-141A19.1	0.270878896779166	-0.0194585113765098	0.0679897283197963	-0.305316033685306	0.760125465461977	NA
RP11-141A19.2	0	NA	NA	NA	NA	NA
AGBL4-IT1	0.270878896779166	-0.0194585113765098	0.0679897283197963	-0.305316033685306	0.760125465461977	NA
AL645730.1	0	NA	NA	NA	NA	NA
AL645730.2	0.262667807662197	0.0197953765710542	0.0679897283197963	0.3015294507326	0.763010795933269	NA
RP11-567C20.2	0	NA	NA	NA	NA	NA
RP11-567C20.3	0	NA	NA	NA	NA	NA
DMRTA2	0.501526634965687	0.0426381296157924	0.0719097351920466	0.531517127347164	0.595060475814641	NA
RP5-850O15.4	7.53032873285966	0.0465690134358895	0.23306515038296	0.200140813368281	0.841370454595133	NA
RP5-850O15.3	0.262667807662197	0.0197953765710542	0.0679897283197963	0.3015294507326	0.763010795933269	NA
RNU6-1026P	0.262667807662197	0.0197953765710542	0.0679897283197963	0.3015294507326	0.763010795933269	NA
RNU6-1253P	0	NA	NA	NA	NA	NA
MIR4421	0	NA	NA	NA	NA	NA
C1orf185	0	NA	NA	NA	NA	NA
AL162430.2	0	NA	NA	NA	NA	NA
AL162430.1	0	NA	NA	NA	NA	NA
RP11-296A18.3	1.77772824726592	-0.116806493899983	0.133145094574611	-0.98164990953469	0.326272350434091	NA
RP11-296A18.6	0.227676916422881	-0.0194585113765098	0.0679897283197963	-0.279418486614848	0.779923685573712	NA
RP11-275F13.1	1.21513229511252	0.019992365846653	0.111516973629454	0.18013388160034	0.857047463978667	NA
RNU6-877P	0	NA	NA	NA	NA	NA
RP11-253A20.1	1.21513229511252	0.019992365846653	0.111516973629454	0.18013388160034	0.857047463978667	NA
RP11-191G24.1	0.726232729624928	-0.0628949604992038	0.0849935032425009	-0.754387813835812	0.450616386793053	NA
RNU6-1281P	0	NA	NA	NA	NA	NA
SNORA26	0.498555813202047	-0.0424356858058957	0.0716861136316188	-0.525534558026096	0.599211636247304	NA
RP4-657D16.3	6.17081689242875	-0.133704288828306	0.2216163884074	-0.608755764526824	0.542686338325064	NA
RP4-657D16.6	0.718021640507959	-0.0168418512532427	0.0838991622381897	-0.206811188866141	0.836157317607305	NA
MIR761	0	NA	NA	NA	NA	NA
AL589663.1	0	NA	NA	NA	NA	NA
RNA5SP48	0.227676916422881	-0.0194585113765098	0.0679897283197963	-0.279418486614848	0.779923685573712	NA
RN7SL290P	0	NA	NA	NA	NA	NA
RP11-91A18.4	0.509737724082656	-0.0011891907519596	0.0721768151348532	-0.0201091898496747	0.983956269188662	NA
TXNDC12-AS1	0.761223620864244	-0.0231060637532262	0.0924892482588938	-0.259579626505031	0.795188053439748	NA
RN7SL788P	0	NA	NA	NA	NA	NA
RP11-155O18.6	2.23522861488312	0.0681214323698237	0.14124910101921	0.494176992066516	0.621181187222833	NA
RP11-25O10.2	0.525335615324393	0.0391272170147237	0.0682889910222184	0.515057725393039	0.606512682629761	NA
GPX7	2.3328144864763	0.10493343091573	0.146023323821027	0.772151120211972	0.440024927917968	NA
FAM159A	0	NA	NA	NA	NA	NA
RN7SL62P	0	NA	NA	NA	NA	NA
RNU2-30P	0	NA	NA	NA	NA	NA
RNU6-969P	0.533546704441362	-0.000253278571417749	0.0734476312693627	-0.00587065460518646	0.995315922234531	NA
ZYG11A	0.270878896779166	-0.0194585113765098	0.0679897283197963	-0.305316033685306	0.760125465461977	NA
RP4-631H13.2	0	NA	NA	NA	NA	NA
MIR1273F	0.490344724085078	0.00116802687161722	0.071139848035536	0.0200309025489194	0.984018720837986	NA
MIR5095	0.227676916422881	-0.0194585113765098	0.0679897283197963	-0.279418486614848	0.779923685573712	NA
MIR1273G	0.23885882730349	0.0197953765710542	0.0679897283197963	0.2873857039361	0.773817006337988	NA
RP11-334A14.5	0	NA	NA	NA	NA	NA
RP5-1024G6.2	0	NA	NA	NA	NA	NA
RP5-1024G6.7	1.90781929209562	-0.158059818850208	0.130850292245746	-1.60462778493917	0.108575742982018	NA
RP5-1024G6.5	4.82166267588625	-0.150901765167408	0.201059142622895	-0.765924100797525	0.443721464630672	NA
RP4-784A16.1	0	NA	NA	NA	NA	NA
RP4-784A16.2	0.541757793558332	-0.0397120313856552	0.0682945871313464	-0.521029438956141	0.602346263692016	NA
RP4-784A16.3	0.525335615324393	0.0391272170147237	0.0682889910222184	0.515057725393039	0.606512682629761	NA
RP4-784A16.4	2.78899260631426	-0.0722829305518614	0.164042294792638	-0.447716430333882	0.654357862320552	NA
RP11-117D22.1	0	NA	NA	NA	NA	NA
RP11-117D22.2	0	NA	NA	NA	NA	NA
DMRTB1	1.95399209421554	-0.0927228332771981	0.144708868464609	-0.670510874356483	0.502532176673397	NA
GLIS1	3.78825076748979	0.069336579001855	0.186765911894085	0.374485310752719	0.708043283216605	NA
RNU7-95P	0	NA	NA	NA	NA	NA
SNORA58	1.20836636459304	-0.0132429458937298	0.103975687318287	-0.127759683507508	0.898339156426464	NA
AL049745.1	0	NA	NA	NA	NA	NA
DIO1	0.812636690337498	-0.0578382950886514	0.081604752188737	-0.754586127851601	0.450497349710244	NA
LDLRAD1	0	NA	NA	NA	NA	NA
MIR4781	0.262667807662197	0.0197953765710542	0.0679897283197963	0.3015294507326	0.763010795933269	NA
CDCP2	0.23885882730349	0.0197953765710542	0.0679897283197963	0.2873857039361	0.773817006337988	NA
RP11-446E24.4	0	NA	NA	NA	NA	NA
RP5-997D24.3	0.227676916422881	-0.0194585113765098	0.0679897283197963	-0.279418486614848	0.779923685573712	NA
RP4-705F19.1	0	NA	NA	NA	NA	NA
AC099796.1	0.227676916422881	-0.0194585113765098	0.0679897283197963	-0.279418486614848	0.779923685573712	NA
RP5-866L20.1	0.270878896779166	-0.0194585113765098	0.0679897283197963	-0.305316033685306	0.760125465461977	NA
RP11-240D10.4	0.270878896779166	-0.0194585113765098	0.0679897283197963	-0.305316033685306	0.760125465461977	NA
MROH7-TTC4	0.270878896779166	-0.0194585113765098	0.0679897283197963	-0.305316033685306	0.760125465461977	NA
MROH7	0.988900537287124	-0.0444655171601038	0.103787078483563	-0.455710943032825	0.648597851841102	NA
TTC22	0	NA	NA	NA	NA	NA
RP11-67L3.2	0	NA	NA	NA	NA	NA
C1orf177	0.694212660149252	-0.0184699499445547	0.0827685108292216	-0.219007862739482	0.826643922866911	NA
